"sppid";"Name";"Family";"CommonName";"Name";"Native/Invasive";"nemba";"EDRR target species (www.CTinvasives.co.za)";"Diagnostics";"Peninsula Notes"
531;"Quercus canariensis ";"FAGA";"Algerian Oak";"Quercus canariensis ";"Invasive";;"not listed";"Bark dark, deeply fissured; leaf with lobes largest at broadest, decreasing to tip, often hooded, stalk often red; acorn cup hemispheric, 5-10mm stalk";"Not recorded in 1950"
532;"Quercus cerris ";"FAGA";"Turkey Oak";"Quercus cerris ";"Invasive";;"not listed";"Bark dark, rough; leaves often narrow at 1/3 almost 3 lobed, densely hairy; acorn narrow in mossy cup and protruding scales";"Not recorded in 1950"
533;"Quercus ilex ";"FAGA";"Holm Oak";"Quercus ilex ";"Invasive";;"not listed";"Bark black, square cracked; leaf evergreen, thin, hard, small 50-100mm, spined when young, entire when mature; acorn a cup of felted scales";"Not recorded in 1950"
534;"Quercus palustris ";"FAGA";"Pin Oak";"Quercus palustris ";"Invasive";;"not listed";"Bark grey-brown, rough with shallow ridges and furrows, leaf with as much sinus as blade, lobes sharply pointed; acorns small, with thin, shallow cup";"Not recorded in 1950; acidic wetlands"
535;"Quercus robur ";"FAGA";"English Oak";"Quercus robur ";"Invasive";;"not listed";"Deciduous tree; leaf base ear-shaped; acorns on long stalks, cups shallow, toothed";"Commonly planted; seeding in shady areas and wetlands"
536;"Quercus suber ";"FAGA";"Cork Oak";"Quercus suber ";"Invasive";;"not listed";"Bark with corky ridges; leaf evergreen, wavy, densely hairy, spine tipped (5-6 on each side) lobes; acorn deep cup, upper scales elongated";"Commonly planted, spreading"
619;"Ranunculus repens";"RANU";"Creeping Buttercup";"Ranunculus repens";"Invasive";;"not listed";"Stoloniferous, with prostrate running and erect flowering stems; stems and leaves with scattered fine hairs; leaves basal, 3-lobed; flowers bright yellow.";"Constantia - Die Hel"
538;"Raphanus raphanistrum ";"BRAS";"Wild Radish";"Raphanus raphanistrum ";"Invasive";;"not listed";"Annual, erect, branched; often with large basal rosette; taproot stout; flowers 4-cross, white, yellow, pink or purple, no dark veins; pods long, hard, beaded, splitting at beads";"Roadsides and disturbed areas; very common"
130;"Raphanus sativum";"BRAS";"Garden Radish";"Raphanus sativum";"Invasive";;"not listed";"Annual, erect, large, branched, bulbous tuber; often with large basal rosette; taproot stout, less hairy to hairless; flowers 4-cross, white, yellow, pink or purple, veins dark; pods long, spongy, not beaded";"Ditches and roadsides; occasional"
131;"Rapistrum rugosum ";"BRAS";"Wild Mustard";"Rapistrum rugosum ";"Invasive";;"not listed";"Annual, erect, tall; basal leaves with one big upper lobe and 2-3 basal lobes, upper leaves oblong; flowers 4-cross, pale yellow; pods 2 segments upper large, lower narrow";"Roadsides and waste areas; common; very common Green Point and Sea Point"
133;"Ricinus communis ";"EUPH";"Castor-oil Plant";"Ricinus communis ";"Invasive";;"not listed";"Perennial, tree-like herb; hairless; leaves shiny, dark green or red; fruit spiny capsules with mottled beans";"Disturbed areas, occasional"
11;"Rivina humilis";"PLAN";"Bloodberry";"Rivina humilis";"Invasive";"1a";"listed";"Spreading herb, hairy when young; leaf green, thin, stalk slender, long; flowers white to green to red, on a many-flowered raceme up to 100mm long; Berries bright red, with one hairy seed";"Not recorded in 1950, mapped by Bromilow; potentially serious on forest margins, bird dispersed"
134;"Robinia pseudoacacia ";"FABA";"Black Locust Tree";"Robinia pseudoacacia ";"Invasive";;"not listed";"Spines, short, straight, paired; flowers in white, pendulous, fragrant sprays; root coppice";"Disturbed areas, occasional, forming extensive stands from root coppice; not recorded in 1950"
135;"Rorippa nasturtium-aquaticum ";"BRAS";"Watercress";"Rorippa nasturtium-aquaticum ";"Invasive";;"not listed";"Mat-like perennial, rooting at nodes, leaves odd-pinnate; flowers white; pod 2-valved purse";"Permanently wet places on flats; occasional; was Nasturtium officinale"
137;"Rubus rosifolius ";"ROSA";"Roseleaf Bramble";"Rubus rosifolius ";"Invasive";;"not listed";"Leaves 5 (or to 9) foliate, thorns on rachis,  soft hairs, and glandular hairs below, stipule attached to leaf stalk; few flowers in prickly, branched flowerheads; fruit bright red when ripe";"Dense shade; very local; Oranjezicht"
140;"Rumex crispus ";"POLY";"Curly Dock";"Rumex crispus ";"Invasive";;"not listed";"Perennial, tall; leaf not heart-shaped at base, erect at base, smaller higher up, stipule a sheath; pedicel jointed near base; flowers  small, 3 sepals, 3 petals, turning red, dense whorls; valves oval, all 3 swollen";"Damp areas on Cape Flats; occasional"
141;"Sagina apetala subsp. apetala";"CARY";"Annual Pearlwort";"Sagina apetala subsp. apetala";"Invasive";;"not listed";"Annual, lax, variable, slightly hairy on upper parts; no rosette; no petals; sepals clasping the fruit, outer pointed";"Open soils, where disturbed or natural; common"
142;"Sagina apetala subsp. erecta";"CARY";"Erect Annual Pearlwort";"Sagina apetala subsp. erecta";"Invasive";;"not listed";"Annual, lax, variable; no rosette; no petals, sepals rounded, often erect in fruit, spreading as a horizontal cross";"Damp areas; rare; Kenilworth"
143;"Sagina maritima ";"CARY";"Sea Pearlwort";"Sagina maritima ";"Invasive";;"not listed";"Annual, dark green, fleshy; leaves blunt, stubby; sepals not spreading in fruit ";"Not recorded in 1950"
144;"Sagina procumbens subsp. undetermined";"CARY";"Creeping Pearlwort";"Sagina procumbens subsp. undetermined";"Invasive";;"not listed";"Perennial, tufted, prostrate; leaf hair-tipped; flowers tiny, greenish, long-stalked, petals and styles 4, fruit narrowed at top";"Well-watered lawns; local"
145;"Salix babylonica ";"SALI";"Weeping Willow";"Salix babylonica ";"Invasive";;"not listed";"Long, drooping branches with drooping leaves, leaf hairless, serrate";"Planted by water; occasional; Disa, Prinskasteel and Lourens Rivers"
146;"Salix caprea ";"SALI";"Pussy Willow";"Salix caprea ";"Invasive";;"not listed";"Shoots thick, knobbly; growth upright, shrubby;  stems hairy at first; stipule dropping late; catkins stout, unstalked, with silvery white hairs in bud";"In vleis; dense at Tokai; Not recorded in 1950"
147;"Salix fragilis";"SALI";"Crack Willow";"Salix fragilis";"Invasive";;"not listed";"Bark grey, rugged; branchlets brittle, snapping easily, hairless; leaf 2 glands at base; stipules large, deciduous, heart-shaped; catkins slender";"Wetlands and riversides; occasional; Constantia and Tokai; not recorded in 1950"
148;"Salsola kali ";"CHEN";"Russian Tumbleweed";"Salsola kali ";"Invasive";;"not listed";"Annual, variable, prickly; stem not striped; leaf unstalked, succulent, sharp tipped; flower green, persisting, solitary with leaf-like bracts";"Open sand near sea and Cape Flats between Rondevlei and Muizenberg; occasional"
149;"Salvinia molesta ";"SALV";"Kariba Weed";"Salvinia molesta ";"Invasive";;"not listed";"Floating, paired leaves, unwettable, ""roots"" below";"Vleis , pools, on Cape Flats; locally dominant"
150;"Sambucus nigra";"ADOX";"Elderberry";"Sambucus nigra";"Invasive";;"not listed";"Deciduous tree; leaf 5-7 leaflets, stipules tiny or absent; flowerhead much-branched, flat-topped; flowers small, white, anthers violet; berry purple-black, drooping";"Not recorded in 1950; riverine and wet areas; occasional; A complex species or group of species (experts divided); sometimes recognized with var. canadensis"
151;"Schinus molle ";"ANAC";"Peruvian Pepper Tree";"Schinus molle ";"Invasive";;"not listed";"Branches hanging; leaf downy when young, about 37 narrowly lanceolate leaflets, peppery if crushed; fruit rosy pink";"Not recorded in 1950"
152;"Schinus terebinthifolius ";"ANAC";"Brazilian Pepper Tree";"Schinus terebinthifolius ";"Invasive";;"not listed";"Leaf with winged rachis; sexes separate; fruit bright red";"Not recorded in 1950"
153;"Schkuhria pinnata ";"ASTE";"Dwarf Marigold";"Schkuhria pinnata ";"Invasive";;"not listed";"Annual, much branched; leaves 3-5 pinnate";"Roadsides; rare; Rondebosch"
154;"Schoenoplectus triqueter ";"CYPE";"Triangular Club-rush";"Schoenoplectus triqueter ";"Invasive";;"not listed";"Culms and bracts sharply 3 angled, more than 200mm tall; spikelets brown, stalks triangular in section; petals bristled, style branches 2";"Margins of vleis; locally frequent; Muizenberg, Kommetjie"
155;"Scleranthus annuus ";"CARY";"Annual Scleranthus";"Scleranthus annuus ";"Invasive";;"not listed";"Annual, minute, erect, spiky looking, with a single line of reversed hairs; leaves clasping round stem; flowers clustered, no petals, sepals 5, green with white tip";"Moist sand or gravel at low levels; occasional to rare"
156;"Secale cereale ";"POAC";"Rye";"Secale cereale ";"Invasive";;"not listed";"Lemma keel fringed with stiff hairs, awns to 50mm long, rachis persistent";"Stray from cultivation; rare in roadsides and disturbed areas"
82;"Senna didymobotrya";"FABA";"Peanutbutter Cassia";"Senna didymobotrya";"Invasive";;"not listed";"Shrub to 6m tall; smells strongly of peanut butter; leaf dark green, 8-21 pairs of 20-50mm long, oblong leaflets; flowers yellow, in erect racemes, buds brown; pods 100mm long, aging brown, downy";"From SAPIA 2010; disturbed areas; from Somerset West"
160;"Senna multiglandulosa ";"FABA";"Peanut Butter Weed";"Senna multiglandulosa ";"Invasive";;"not listed";"Young stems and leaf undersides golden hairy; rachis with glands between leaflets; fruit long pods with corrugations";"Not recorded in 1950"
161;"Sequoia sempervirens";"TAXO";"Coast Redwood";"Sequoia sempervirens";"Invasive";;"not listed";"Vigorous coppicer; leaf two types: scale leaf on leading and fertile shoots, laterals with linear, spreading, 2-ranked leaves; cones globular, 20 mm, scales wrinkled";"Planted; escaping at Silvermine"
162;"Sesbania  punicea ";"FABA";"Red Sesbania";"Sesbania  punicea ";"Invasive";;"not listed";"Leaves drooping, pods 4-angled; flowers red; riverine areas";"Not recorded in 1950"
163;"Seseli annuum subsp. curvifolium";"APIA";"Steppe Fennel";"Seseli annuum subsp. curvifolium";"Invasive";;"not listed";"Perennial; stem ridged; leaf lobes narrow; flowers in umbels with 0-1 bracts";"Not recorded in 1950"
164;"Setaria geniculata ";"POAC";"Marsh Bristlegrass";"Setaria geniculata ";"Invasive";;"not listed";"Spikelets with 2-3 yellow bristles";"Cultivated and disturbed areas; rare"
60;"Setaria viridis";"POAC";"Green Foxtail";"Setaria viridis";"Invasive";;"not listed";"Annual, decumbent or erect to 2.5m; leaf 400mm long, 25mm wide, hairy bases, margins often purplish; flowerhead dense, spikelike, compact panicle to 200mm, erect or nodding; spikeletes with 3 stiff bristles";"Urban, disturbed and cultivated places; introduced from Tropical Africa;"
166;"Sida rhombifolia ";"MALV";"Arrow-leaf Sida";"Sida rhombifolia ";"Invasive";;"not listed";"Annual to perennial, erect, branched, with short stellate hairs when young; taproots strong; leaf on short hairy stalks;  petals bright yellow, sepals grey, anthers in terminal bundle; fruit with 2 points on each segment";"Claremont and Newlands, locally common; cultivated areas, occasional"
35;"Silene coeli-rosa";"CARY";"Rose of Heaven";"Silene coeli-rosa";"Invasive";;"not listed";"Annual, erect, sticky hairs, widespreading branches; flowers 10-12, pointing in one direction; petals notched, white or pink";"Med species; garden stray Claremont and elsewhere was Agrostemma, Eudiante"
167;"Silene gallica var. gallica";"CARY";"French Silene";"Silene gallica var. gallica";"Invasive";;"not listed";"Annual, erect, sticky hairs, widespreading branches; flowers 10-12, pointing in one direction; petals notched, white or pink, often with red spot";"Disturbed areas and roadsides, common; natural vegetation, occasional; Small-flower Catchfly"
168;"Silybum marianum ";"ASTE";"Holy Milk Thistle";"Silybum marianum ";"Invasive";;"not listed";"Annual, erect; stems downy, unwinged; leaf wavy edged, spiny, obvious white veins; flowerheads rayless, solitary, purple, bracts leafy ending in long spines ";"Waste areas; occasional"
169;"Sinapis alba ";"BRAS";"White Mustart";"Sinapis alba ";"Invasive";;"not listed";"Annual, roughly hairy; leaf all irregularly lobed and toothed, uppermost stalked; flowers 4-cross, yellow, sepals long; pods long, beaded, beak as long as fruit";"Roadsides and disturbed areas; rather rare"
170;"Sinapis arvensis ";"BRAS";"Charlock";"Sinapis arvensis ";"Invasive";;"not listed";"Annual, roughly hairy; leaf irregularly lobed and toothed; upper narrow, unstalked, but not clasping stem; flowers 4-cross, yellow; pods long, beaded, beak shorter than fruit";"Roadsides and waste areas; occasional"
171;"Sisymbrium officinale ";"BRAS";"Mustard";"Sisymbrium officinale ";"Invasive";;"not listed";"Annual, stiff, roughly hairy, spreading branches; all leaves lobed; flowers 4-cross, pale yellow; pods closely pressed to stem";"Roadsides and disturbed areas; common"
172;"Sisymbrium orientale ";"BRAS";"Indian Hedge Mustard";"Sisymbrium orientale ";"Invasive";;"not listed";"Annual, stiff, roughly hairy, spreading branches; rosette leaves lobed, less lobed on branches; flowers 4-cross, pale yellow; pods spreading, hairy at first";"Veld and disturbed sand; frequent to locally abundant"
89;"Sisyrinchium angustifolium";"IRID";"Narrow-leaf Blue-eyed Grass";"Sisyrinchium angustifolium";"Invasive";;"not listed";"Clumps to 400mm, in dense tufts from root; no bulb; leaf linear; flower 6 petals; blue with yellow centre; capsules round, large";"From SAPIA 2010; includes S. graminoides and S. bermudiana"
173;"Sisyrinchium micranthum ";"IRID";"Minute Blue-eyed Grass";"Sisyrinchium micranthum ";"Invasive";;"not listed";"Minute to 30mm; no bulb; leaf linear, tufted from root; flower 6 petals; blue with yellow centre; capsules round, large";"Mainly lawns; easily overlooked, Kirstenbosch to Tokai; not recorded in 1950"
10;"Solanum elaeagnifolium";"SOLA";"Silver-leaf Bitter Apple";"Solanum elaeagnifolium";"Invasive";;"not listed";"Herbaceous with annual stems and extensive perenniel roots; covered in white or silver felt-like hair; leaf silver-green above, wavy and folded up along midrib, underside silver; fruit shiny berries 12mm across, green with white patches, turning yellow";"Not recorded in 1950, mapped by Bromilow; disturbed areas, plantations, roadsides"
176;"Solanum lycopersicum";"SOLA";"Tomato";"Solanum lycopersicum";"Invasive";;"not listed";"Annual vines; leaf 5-9 leaflets, densely glandular hairy; flowers in heads of 3-12, yellow; fruit the classical tomato";"Not recorded in 1950"
177;"Solanum marginatum ";"SOLA";"Purple African Nightshade";"Solanum marginatum ";"Invasive";;"not listed";"Erect, rhizomatous, slender spines on stems, leaves and calyx, slender, flat based; stellare hairs; leaves grey, with prickles; flowerhead with 3-5 flowers; fruit spherical, hairless, green, yellow, very tough skinned";"Damp, sheltered areas; occasional; Newlands and Kirstenbosch"
178;"Solanum mauritianum ";"SOLA";"Bugweed";"Solanum mauritianum ";"Invasive";;"not listed";"Large erect shrub; stems rounded; leaves above velvety green, below velvety whitish, unpleasant odour if crushed, no spines, stalk with egg-shaped lobes; flowerhead terminal, umbel, flat topped; petal mauve, hairy; berries yellow";"Moist, sheltered areas; frequent; Devils Peak to Tokai; (1950s, frequent at Liesbeeck)"
539;"Solanum nigrum ";"SOLA";"Black Nightshade";"Solanum nigrum ";"Invasive";;"not listed";"Annual to biennial; erect; taproot strong; stems with toothed wings at leaf base; leaf occ. Lobed, no spines; flowers 6-9, sepal tube 3X longer than lobes, style with ascending hairs below; fruit in hanging umbels, small purple-black berries";"Cultivated areas"
541;"Solanum sisymbriifolium ";"SOLA";"Dense-thorn Bitter Apple";"Solanum sisymbriifolium ";"Invasive";;"not listed";"Much branched, roots extensive; all parts with sticky, glandular hairs and bright red-yellow, 20mm long spines; leaf dull green; flowers pale; tomatoes produced within a husk, green turning bright red";"Not recorded in 1950"
542;"Sonchus asper ";"ASTE";"Spiny Sowthistle";"Sonchus asper ";"Invasive";;"not listed";"Annual, erect; taproots fibrous; leaf bases rounded lobes, clasping stem, margins toothed and spiny; flowerheads yellow dandelions, no rays; pappus makes clock";"Waste and moist areas on the flats; occasional"
543;"Sonchus oleraceus ";"ASTE";"Sowthistle";"Sonchus oleraceus ";"Invasive";;"not listed";"Annual, erect; taproots fibrous; leaf very variable, bases arrow pointed, clasping stem, margins variable, softly spiny; flowerheads yellow dandelions, no rays; pappus makes clock";"Waste and cultivated areas; common"
544;"Sorghum halepense";"POAC";"Columbus Grass";"Sorghum halepense";"Invasive";;"not listed";"Culms thick, often with prop roots; leaf white midrib; panicle with horizontal branches; spikelets dark red-brown; ";"Disturbed areas, common"
545;"Spartium junceum ";"FABA";"Spanish Broom";"Spartium junceum ";"Invasive";"1b";"listed";"Resprouter; Leaves shed early, so branches usually leafless, cylindrical, green; flowers in yellow heads";"Not recorded in 1950; common at Tokai, Cecilia, Newlands and Devils Peak; roadside weed"
546;"Spergula arvensis ";"CARY";"Corn Spurry";"Spergula arvensis ";"Invasive";;"not listed";"Annual, slender, stems sparse or densely glandular hairy, flowers white, petals 5 not notched; styles 5";"Cultivated or disturbed sand; frequent"
547;"Spergularia media ";"CARY";"Greater Sea Spurrey";"Spergularia media ";"Invasive";;"not listed";"Annual, slender, diffuse, creeping, rooting from nodes, hairy to hairless; sheath rounded; petals longer than sepals; seeds circular with a membranous wing";"At or near the coast and marches inland; common"
548;"Spergularia rubra ";"CARY";"Sand Spurrey";"Spergularia rubra ";"Invasive";;"not listed";"Annual, sticky hairs; leaves not fleshy; stipules silvery, rounded; flowers 3-6, pale pink; flowerhead lax; seeds triangular, wingless";"Dry open areas, sand or gravel; occasional"
549;"Stachys arvensis ";"LAMI";"Staggerweed";"Stachys arvensis ";"Invasive";;"not listed";"Annual, low, sprawling, hairy; leaf heart-shaped, bluntly toothed, unstalked on upper stem; flowers in axillary whorls of 3-6, similar to sepals in length, dull purple with white tubed";"Waste areas and gardens; common"
550;"Stellaria media ";"CARY";"Chickweed";"Stellaria media ";"Invasive";;"not listed";"Annual, prostrate; stems with line of hairs, otherwise hairless; leaf oval, lower long stalked; flowers petals cleft to base or absent, white";"Cultivated and disturbed areas, very common, shaded natural vegetation, common"
551;"Stenocarpus sinuatus ";"PROT";"Queensland Firewheel Tree";"Stenocarpus sinuatus ";"Invasive";;"not listed";"Erect, upright tree; leaves variable from simple to deeply lobed on same tree, glossy, thick; flowerheads in spokes-on-wheel arrangement";"In plantations; Newlands; local"
558;"Stipa papposa ";"POAC";"Pappus Speargrass";"Stipa papposa ";"Invasive";;"not listed";"Lemma with brush of shiny white hairs; glumes short";"Roadside; rare; only known from UCT in 1963+1980"
610;"Symphytum  bulbosum";"BORA";"Comfrey";"Symphytum  bulbosum";"Invasive";;"not listed";"Perennial herb, leaves large, broad hairy; flowers cream, bell-shaped.";"Constantia  - Alphen trail; damp grassy areas.  Used in organic gardens and by herbalists."
559;"Syzygium  paniculatum ";"MYRT";"Australian Brush Cherry";"Syzygium  paniculatum ";"Invasive";;"not listed";"Small tree, bark flaky, leaf glossy; flowers white; berries pinkish red, oval, succulent, insipid";"Not recorded in 1950"
83;"Syzygium jambos";"MYRT";"Rose Apple";"Syzygium jambos";"Invasive";;"not listed";"Evergreen tree; leaf dark green, lanceolate, tapering, 130-200mm long; flowers 50-80mm across, in clusters of few flowers, stamens long, green-white; fruit a few-seeded berry, round sepals persistent, rose fragrant";"From SAPIA 2010; disturbed areas; from Somerset West"
560;"Tagetes minuta ";"ASTE";"Tall Khakiweed";"Tagetes minuta ";"Invasive";;"not listed";"Summer annual; leaf strongly aromatic and glandular; involucral bracts 1 row, united almost to tip, 3, with orange-brown glandular  patches ";"Waste areas; Newlands to Claremont"
7;"Tamarix ramosissima";"TAMA";"Pink Tamarisk";"Tamarix ramosissima";"Invasive";;"not listed";"Evergreen tree, bark reddish brown; leaves minute, scales; flowers small, in racemes 15-70mm long at ends of thin twigs, petals obovate, sepals unevenly toothed";"Not recorded in 1950; do not muddle with indigenous Wild Tamarisk T. usneoides (but hybrids recorded in Namibia) with overlapping leaves and white flowers on short, dense twigs"
561;"Taraxacum officinale ";"ASTE";"Common Dandelion";"Taraxacum officinale ";"Invasive";;"not listed";"Perennial; taproot long and stout; leaf usually hairless and lobed, milky sap; flowerheads solitary, on hollow stalks; pappus makes clock";"Cultivated areas; occasional"
607;"Taxodium distichum";"TAXO";"Swamp Cypress";"Taxodium distichum";"Invasive";;"not listed";"Deciduous trees, with ""knee"" roots; bark reddish-brown, with vertical small fissures, stringy; shoots alternate; leaves 10 X 2 mm alternate in 2 ranks; male catkins at ends of shoots; cones small, globular, green aging purople;";"Wetlands, in water; at Tokai"
563;"Tecoma stans";"BIGN";"Yellow Trumpetflower";"Tecoma stans";"Invasive";;"not listed";"Shrub; leaf soft, almost hairless 5-13 leaflets, except on veins beneath; flowers bright gold, trumpet-shaped; pods very long, pendulous, with 2 chambers, splitting; seeds flat, papery";"Not recorded in 1950"
68;"Telopea speciosissima";"PROT";"Waratah";"Telopea speciosissima";"Invasive";;"not listed";"Leaves wedge-shaped, toothed or lobed above, tapering to long stalk; flowerheads large, involucral bracts large, flowers in pairs, red";"Naturalized at Helderberg"
84;"Tithonia diversifolia";"ASTE";"Mexican Sunflower";"Tithonia diversifolia";"Invasive";;"not listed";"Bushy annual or perenniel; leaf 3-5 deep lobes, stalk winged; flowerheads bright yellow, with 4 series of bracts, inner with rounded papery tips; solitary on long, velvety stalks";"From SAPIA 2010"
564;"Tradescantia  fluminensis ";"COMM";"Wandering Jewess";"Tradescantia  fluminensis ";"Invasive";;"not listed";"Soft green, flowers terminal with expanded bracts, white, filaments with long hairs";"Sheltered stream banks; local at Liesbeek, Black Rivers and Noordhoek"
41;"Tragopogon porrifolius";"ASTE";"Purple Salsify";"Tragopogon porrifolius";"Invasive";;"not listed";"Biennial to 1.2m tall; milky sap; leaf somewhat grasslike, base larger, encircling stem; involucral bracts green, long and pointed; rays narrow and pointed; fruit a dandeline clock";"Disturbed areas and roadsides; roots edible"
565;"Trifolium angustifolium var. angustifolium";"FABA";"Narrowleaf Clover";"Trifolium angustifolium var. angustifolium";"Invasive";;"not listed";"Annual, erect, softly hairy; leaf distant; flowers small, in dense, rounded head, pink, terminal, wings longer than keel, sepals hairy; pods with dead flowers, resembling dead grass heads";"Roadside and waste places; abundant"
566;"Trifolium arvense ";"FABA";"Haresfoot Clover";"Trifolium arvense ";"Invasive";;"not listed";"Annual-biennial, softly hairy, branching; leaflets narrow, sheath awl-like; flowers small, axillary, in dense, egg-shaped, stalked heads, pale pink or white, petals shorter than sepal tube; pods with dead flowers";"Roadsides and waste areas; occasional"
567;"Trifolium campestre ";"FABA";"Yellow Clover";"Trifolium campestre ";"Invasive";;"not listed";"Annual, low, hairy; leaf with side smaller, not pointed, sheath awl-like; flowers small, yellow, 20-30 in dense, rounded head, wings longer than keel, reflexed on fading; pods with pale brown dead flowers";"Roadsides, fields, waste areas; very common"
568;"Trifolium cernuum ";"FABA";"Droop-flower Clover";"Trifolium cernuum ";"Invasive";;"not listed";"Annual, procumbent, almost hairless, internodes long; flowers small, in dense, rounded head on short stalk, wings longer than keel; pods with dead flowers";"Damp areas in fields; occasional"
569;"Trifolium dubium ";"FABA";"Irish Shamrock";"Trifolium dubium ";"Invasive";;"not listed";"Annual, prostrate, slender, almost hairless; leaflets slightly notched, middle longer stalked, stipule winged; flowers small, yellow, 3-15 in dense, rounded head, wings longer than keel, reflexed on fading; pods straight with dead brown flowers";"Roadsides, fields, waste areas; very common"
570;"Trifolium glomeratum ";"FABA";"Clustered Clover";"Trifolium glomeratum ";"Invasive";;"not listed";"Annual, prostrate, long internodes; leaf often with pale patch, stipule leafy; flowers small, stalkless, in dense, rounded head, pale pink, unstalked at base of leaf, calyx teeth turned back; pods with dead flowers";"Roadsides and waste areas; common"
571;"Trifolium ornithopodioides ";"FABA";"Fenugreek";"Trifolium ornithopodioides ";"Invasive";;"not listed";"Annual, prostrate; stipule leafy; flowers small, 2-4 in dense, rounded head, white or pale pink; pods with dead flowers, much longer than sepal tube, several seeded, well exserted beyond sepals";"Fields and commons; occasional"
572;"Trifolium repens ";"FABA";"White Clover";"Trifolium repens ";"Invasive";;"not listed";"Perennial, creeping, rooting at nodes, hairless; leaf with white mark, stalk long, sheath awl-like; flowers small, in dense, rounded head, white (or pink); pods with dead brown flowers";"Roadsides and lawns; occasional"
573;"Trifolium resupinatum ";"FABA";"Reversed Clover";"Trifolium resupinatum ";"Invasive";;"not listed";"Annual, creeping, hairless;  stipule leafy; flowers small, stalkless, twisted upside down, in dense, rounded head - like pink strawberry; pods with dead flowers, sepals inflating, woolly";"Damp areas in fields and commons; occasional"
574;"Trifolium suffocatum ";"FABA";"Suffocated Clover";"Trifolium suffocatum ";"Invasive";;"not listed";"Annual, prostrate, hairless; leaf on long petioles; flowers small, in dense, tightly packed, unstalked, rounded head, white, petals hidden by green calyx teeth; pods with dead flowers, calyx recurved";"Fields and commons; occasional"
575;"Trifolium tomentosum ";"FABA";"Woolly Clover";"Trifolium tomentosum ";"Invasive";;"not listed";"Annual, small, creeping, hairless; Flowers small, in dense, rounded head, pink, wings longer than keel; pods with dead flowers, sepals inflating, woolly";"Roadsides and waste areas; rather common"
576;"Triticum durum ";"POAC";"Durum Wheat";"Triticum durum ";"Invasive";;"not listed";"Glumes keeled, awned, spikelets swollen; awns rough";"Stray from cultivation; rare in open ground"
577;"Tropaeolum majus";"TROP";"Nasturtium";"Tropaeolum majus";"Invasive";;"not listed";"Annual, trailing; leaves large circular, stalk near middle, peppery taste - edible; flowers with long nectar spur, yellow, orange or red; fruit 3-segmented";"Constantia; locally common; not recorded in 1950; Do not confuse the Nasturtium with the genus Nasturtium - which is a Cabbage Family)"
578;"Urospermum picroides ";"ASTE";"Prickly Goldenfleece ";"Urospermum picroides ";"Invasive";;"not listed";"Annual; flowerheads many flowered, all ray-flowered; involucre hispid";"Waste areas; occasional; Observatory to Claremont"
556;"Urtica dubia ";"URTI";"Largeleaf Nettle";"Urtica dubia ";"Invasive";;"not listed";"Annual; stinging bristles on stem & leaves, not as potent; stipules scale-like, 2 per leaf pair; flowerhead axillary, as long as leaves or longer, sexes in separate groups, more females in lower, shorter flowerheads, males in upper, longer flowerheads";"Under trees on lower slopes of Devils Peak; rather rare"
579;"Urtica urens ";"URTI";"Small Stinging Nettle";"Urtica urens ";"Invasive";;"not listed";"Annual, strong taproot; stinging bristles on stem and leaves; stems square; stipules scale-like, 2 per leaf; flowerheads axillary, shorter or as long as leaves, sexes in separate groups";"Cultivated and disturbed areas, frequent; veld, less frequent"
580;"Verbascum virgatum ";"SCRO";"Aarons Rod";"Verbascum virgatum ";"Invasive";;"not listed";"Biennial, tall, stems angled, unbranched; hairless below, sticky hairs above; leaves above alternate, smaller and heart-shaped at base, puckered; flowers flat, 5-petals, yellow, clusters of 1-5 short-stalked flowers, stamens with purple hairs";"Near cultivation; occasional; Rondebosh to Constantia, Silvemine; also Twiggy Mullein"
581;"Verbena bonariensis ";"VERB";"Purple Top Verbena";"Verbena bonariensis ";"Invasive";;"not listed";"Perennial, course, erect, tall; stems square, stiff, roughly hairy; leaf clasping at base; flowerheads dense spikes; flowers blue or purple, 2 lipped, 5 lobed, tube 5mm long, hairy in and outside";"Roadsides and disturbed areas; frequent"
582;"Verbena litoralis";"VERB";"Seashore Vervain";"Verbena litoralis";"Invasive";;"not listed";"Perennial, erect; stems square, much branched, almost hairless; leaf stalked; flowerheads purple, crowded; flowers small, lilac, 2 lipped, 5 lobed - all notched, tube hairy in and outside";"Fernwood; rare; inconspicuous"
583;"Verbena officinalis ";"VERB";"Common Vervain";"Verbena officinalis ";"Invasive";;"not listed";"Perennial, erect; stems square, stiff, roughly hairy; leaf deeply lobed; flowerheads slender, long, branching, leafless, lax spikes; flowers lilac, 2 lipped, 5 lobed";"Roadsides and waste areas; frequent"
584;"Verbena rigida var. rigida";"VERB";"Stiff Vervain";"Verbena rigida var. rigida";"Invasive";;"not listed";"Perennial, erect; stems square,  glandular hairy; leaves clasping; flowerheads purple, crowded, flowers lilac, 2 lipped, 5 lobed - all notched, tube 10mm long";"Escape from cultivation; occasional; was Verbena venosa"
586;"Veronica arvensis ";"SCRO";"Common Speedwell";"Veronica arvensis ";"Invasive";;"not listed";"Annual, low, erect, hairy; leaf oval, branching at base; leaf heart-round shpaed; flowers 4 petals, blue, tiny, shorter than sepals, in dense leafy spikes";"Weed of cultivation; rare; Kirstenbosch"
